scorer,,,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald
labeled-data,dog1,dog1 (120).png,552.5170900690772,187.84986724898505,,,580.7046422084609,210.39990896049198,555.3358452830156,216.0374193883687,,,512.1149320026273,179.39360160716996
labeled-data,dog1,dog1 (121).png,549.6983348551388,184.09152696373388,,,580.7046422084609,208.52073881786637,552.5170900690772,211.33949403180472,,,513.9941021452529,182.21235682110833
labeled-data,dog1,dog1 (122).png,550.6379199264517,185.97069710635947,,,580.7046422084609,210.39990896049196,553.45667514039,216.97700445968147,,,512.1149320026273,181.27277174979554
labeled-data,dog1,dog1 (123).png,552.5170900690772,189.72903739161063,,,580.7046422084609,208.52073881786637,550.6379199264517,214.15824924574312,,,512.1149320026273,179.39360160716996
labeled-data,dog1,dog1 (124).png,551.5775049977644,187.84986724898505,,,582.5838123510864,209.46032388917916,550.6379199264517,216.97700445968147,,,514.9336872165657,181.27277174979554
labeled-data,dog1,dog1 (125).png,553.45667514039,188.78945232029784,,,580.7046422084609,211.33949403180472,550.6379199264517,216.0374193883687,,,514.9336872165657,182.21235682110833
labeled-data,dog1,dog1 (126).png,551.5775049977644,187.84986724898505,,,580.7046422084609,211.33949403180472,551.5775049977644,216.0374193883687,,,514.9336872165657,180.33318667848275
labeled-data,dog1,dog1 (127).png,552.5170900690772,186.91028217767226,,,581.6442272797736,206.6415686752408,549.6983348551388,211.33949403180472,,,516.8128573591913,183.1519418924211
labeled-data,dog1,dog1 (128).png,551.5775049977644,186.91028217767226,,,581.6442272797736,208.52073881786637,555.3358452830156,215.09783431705588,,,514.9336872165657,180.33318667848275
labeled-data,dog1,dog1 (129).png,551.5775049977644,185.97069710635947,,,582.5838123510864,209.46032388917916,551.5775049977644,213.2186641744303,,,513.9941021452529,180.33318667848275
labeled-data,dog1,dog1 (13).png,,,,,317.62082224088016,215.09783431705586,331.71459831057194,223.5540999588709,359.90215044995557,178.45401653585714,,
labeled-data,dog1,dog1 (130).png,547.8191647125133,195.36654781948735,,,571.3087914953329,219.7957596736198,542.1816542846366,216.97700445968147,,,522.450367787068,179.39360160716996
labeled-data,dog1,dog1 (131).png,546.8795796412005,193.48737767686177,,,570.3692064240201,222.61451488755822,542.1816542846366,219.7957596736198,,,518.6920275018168,181.27277174979554
labeled-data,dog1,dog1 (132).png,547.8191647125133,198.18530303342573,,,567.5504512100819,224.4936850301838,541.2420692133237,219.7957596736198,,,521.5107827157552,183.1519418924211
labeled-data,dog1,dog1 (133).png,546.8795796412005,201.00405824736407,,,566.610866138769,226.37285517280932,541.2420692133237,219.7957596736198,,,522.450367787068,183.1519418924211
labeled-data,dog1,dog1 (134).png,545.9399945698876,199.1248881047385,,,566.610866138769,225.43327010149656,542.1816542846366,220.73534474493263,,,522.450367787068,182.21235682110833
labeled-data,dog1,dog1 (135).png,545.9399945698876,201.00405824736407,,,566.610866138769,229.19161038674773,538.4233139993854,220.73534474493263,,,519.6316125731296,184.09152696373388
labeled-data,dog1,dog1 (136).png,545.0004094985749,198.18530303342573,,,568.4900362813946,229.19161038674773,541.2420692133237,222.61451488755822,,,522.450367787068,184.09152696373388
labeled-data,dog1,dog1 (137).png,545.0004094985749,199.1248881047385,,,567.5504512100819,229.19161038674773,540.3024841420109,218.85617460230705,,,521.5107827157552,184.09152696373388
labeled-data,dog1,dog1 (138).png,304.46663124250114,231.0707805293733,326.0770878826953,228.2520253154349,327.0166729540081,250.80206702694184,324.1979177400697,262.07708788269525,,,284.7353447449326,227.31244024412214
labeled-data,dog1,dog1 (139).png,305.40621631381396,232.01036560068607,327.95625802532084,228.2520253154349,326.0770878826953,249.86248195562902,324.1979177400697,262.07708788269525,,,281.91658953099426,227.31244024412206
labeled-data,dog1,dog1 (14).png,456.67941279517277,207.58115374655355,474.5315291501157,204.76239853261518,482.9877947919308,240.46663124250114,465.13567843698786,248.92289688431623,,,416.2772547287229,197.24571796211288
labeled-data,dog1,dog1 (140).png,303.5270461711884,231.07078052937322,327.95625802532084,229.19161038674764,326.0770878826953,248.92289688431623,323.2583326687569,263.016672954008,,,282.856174602307,230.13119545806046
labeled-data,dog1,dog1 (141).png,302.5874610998756,231.07078052937322,327.95625802532084,227.31244024412206,326.0770878826953,248.92289688431623,324.1979177400697,263.016672954008,,,282.856174602307,227.31244024412206
labeled-data,dog1,dog1 (142).png,374.9355115909603,268.65418338188476,,,396.5459682311544,293.0833952360172,379.6334369475242,295.9021504499556,,,343.92920423763826,249.862481955629
labeled-data,dog1,dog1 (143).png,373.0563414483347,264.8958430966336,,,396.5459682311544,293.0833952360172,378.6938518762114,297.78132059258115,,,343.92920423763826,249.862481955629
labeled-data,dog1,dog1 (144).png,369.29800116308354,264.8958430966336,,,395.6063831598416,293.0833952360172,377.75426680489863,298.720905663894,,,341.1104490236999,247.9833118130034
labeled-data,dog1,dog1 (145).png,372.1167563770219,266.7750132392592,,,393.727213017216,291.20422509339164,373.99592651964747,295.9021504499556,,,341.1104490236999,250.80206702694176
labeled-data,dog1,dog1 (146).png,369.29800116308354,265.83542816794636,,,392.78762794590324,290.2646400220789,376.8146817335858,294.9625653786428,,,339.23127888107433,247.9833118130034
labeled-data,dog1,dog1 (147).png,369.29800116308354,262.07708788269525,,,394.6667980885288,292.14381016470446,368.3584160917707,293.0833952360172,,,337.35210873844875,248.92289688431623
labeled-data,dog1,dog1 (148).png,371.1771713057091,263.016672954008,,,391.8480428745904,292.14381016470446,369.2980011630835,292.1438101647044,,,334.5333535245104,250.80206702694176
labeled-data,dog1,dog1 (149).png,340.1708639523871,304.35841609177066,360.84173552126845,298.720905663894,357.0833952360173,334.42513837377993,341.1104490236999,331.6063831598415,355.2042250933917,263.95625802532084,317.6208222408802,278.98961916632544
labeled-data,dog1,dog1 (15).png,535.6045587854469,251.74165209825463,,,549.6983348551388,272.41252366713593,529.9670483575702,278.0500340950127,,,503.65866636081216,239.52704617118837
labeled-data,dog1,dog1 (150).png,336.41252366713593,304.35841609177066,358.0229803073301,300.60007580651956,354.26464002207894,336.30430851640546,338.2916938097615,330.66679808852876,358.0229803073301,266.7750132392592,306.3458013851267,269.5937684531975
labeled-data,dog1,dog1 (151).png,330.77501323925924,304.35841609177066,355.2042250933917,303.4188310204579,351.4458848081406,336.30430851640546,336.41252366713593,332.54596823115435,354.26464002207894,268.65418338188476,310.1041416703779,275.2312788810743
labeled-data,dog1,dog1 (152).png,327.0166729540081,300.60007580651956,348.6271295942022,297.78132059258115,347.6875445228894,333.4855533024671,333.5937684531976,330.66679808852876,353.3250549507661,267.71459831057194,306.3458013851267,269.5937684531975
labeled-data,dog1,dog1 (153).png,324.1979177400697,299.66049073520674,345.80837438026384,296.8417355212684,342.9896191663255,329.72721301721595,328.89584309663366,330.66679808852876,353.3250549507661,270.53335352451035,297.8895357433116,267.71459831057194
labeled-data,dog1,dog1 (154).png,319.4999923835058,297.78132059258115,342.9896191663255,294.02298030733004,339.23127888107433,326.9084578032776,324.1979177400697,322.21053244671367,347.6875445228894,263.95625802532084,298.82912081462445,267.71459831057194
labeled-data,dog1,dog1 (155).png,293.1916103867477,249.862481955629,317.6208222408802,247.04372674169065,310.1041416703779,269.5937684531975,308.2249715277523,278.98961916632544,328.89584309663366,239.52704617118832,275.33949403180475,239.52704617118832
labeled-data,dog1,dog1 (156).png,292.25202531543493,247.9833118130034,316.6812371695674,245.16455659906507,311.0437267416907,269.5937684531975,308.2249715277523,280.868789308951,327.01667295400813,233.88953574331163,269.701983603928,242.34580138512666
labeled-data,dog1,dog1 (157).png,291.3124402441221,248.92289688431623,316.6812371695674,246.10414167037783,309.1645565990651,268.65418338188476,308.2249715277523,279.9292042376382,327.0166729540081,235.76870588593715,271.5811537465536,239.52704617118832
labeled-data,dog1,dog1 (158).png,,,253.72903739161063,206.64156867524073,214.2664643964735,201.94364331867678,227.42065539485253,222.61451488755813,282.856174602307,220.73534474493255,,
labeled-data,dog1,dog1 (159).png,,,249.03111203504665,207.5811537465535,214.2664643964735,201.004058247364,226.48107032353977,221.67492981624537,283.79575967361984,222.61451488755813,,
labeled-data,dog1,dog1 (16).png,378.69385187621134,161.54148525222695,401.2438935877183,155.90397482435023,408.76057415822055,169.99775089404204,397.4855533024671,192.54779260554895,,,351.4458848081405,173.75609117929318
labeled-data,dog1,dog1 (160).png,,,250.91028217767223,208.5207388178663,217.08521961041185,204.76239853261515,224.60190018091419,222.61451488755813,280.97700445968144,222.61451488755813,,
labeled-data,dog1,dog1 (161).png,,,249.97069710635947,210.39990896049187,213.32687932516075,206.64156867524073,221.78314496697584,220.73534474493255,280.0374193883687,222.61451488755813,,
labeled-data,dog1,dog1 (162).png,,,251.84986724898505,209.46032388917908,214.2664643964735,206.64156867524073,226.48107032353977,223.55409995887095,280.97700445968144,218.85617460230696,,
labeled-data,dog1,dog1 (163).png,,,,,,,,,,,375.87509666227305,235.76870588593715
labeled-data,dog1,dog1 (164).png,,,,,,,,,,,374.9355115909603,235.76870588593715
labeled-data,dog1,dog1 (165).png,,,,,,,,,,,374.9355115909603,235.76870588593715
labeled-data,dog1,dog1 (166).png,,,,,,,,,,,374.9355115909603,235.76870588593715
labeled-data,dog1,dog1 (167).png,,,282.856174602307,249.862481955629,,,,,326.0770878826953,251.74165209825458,,
labeled-data,dog1,dog1 (168).png,,,283.79575967361984,251.74165209825458,,,,,331.714598310572,252.68123716956734,,
labeled-data,dog1,dog1 (169).png,,,285.6749298162454,249.862481955629,,,,,329.8354281679464,250.80206702694176,,
labeled-data,dog1,dog1 (17).png,379.63343694752416,161.54148525222695,402.18347865903104,158.72273003828857,410.63974430084613,169.99775089404204,401.2438935877183,191.60820753423616,,,352.3854698794533,174.69567625060597
labeled-data,dog1,dog1 (170).png,,,285.6749298162454,248.92289688431623,,,,,327.95625802532084,253.62082224088016,,
labeled-data,dog1,dog1 (171).png,342.9896191663255,278.98961916632544,365.5396608778324,278.98961916632544,364.6000758065196,309.05634144833465,348.6271295942022,311.875096662273,,,306.3458013851267,266.7750132392592
labeled-data,dog1,dog1 (172).png,342.9896191663255,279.9292042376382,366.4792459491452,275.2312788810743,367.41883102045796,307.17717130570907,347.6875445228894,305.2980011630835,,,308.2249715277523,267.71459831057194
labeled-data,dog1,dog1 (173).png,343.92920423763826,276.17086395238704,366.4792459491452,274.29169380976145,369.29800116308354,306.23758623439625,345.80837438026384,300.60007580651956,,,307.28538645643954,266.7750132392592
labeled-data,dog1,dog1 (174).png,370.2375862343963,232.01036560068604,447.2835620820449,220.7353447449325,390.90845780327766,271.4729385958231,420.0355950139741,329.72721301721595,512.1149320026273,230.1311954580604,,
labeled-data,dog1,dog1 (175).png,372.1167563770219,228.25202531543488,451.98148743860884,222.61451488755807,406.8814040155951,266.7750132392592,405.0022338729695,335.3647234450927,509.29617678868897,235.7687058859371,,
labeled-data,dog1,dog1 (176).png,373.99592651964747,226.3728551728093,448.2231471533577,220.7353447449325,401.24389358771833,268.65418338188476,405.0022338729695,321.27094737540085,510.23576186000173,232.94995067199875,,
labeled-data,dog1,dog1 (177).png,370.2375862343963,232.01036560068604,448.2231471533577,220.7353447449325,403.1230637303439,269.5937684531975,412.5189144434718,325.96887273196484,508.3565917173762,230.1311954580604,,
labeled-data,dog1,dog1 (178).png,373.0563414483347,232.9499506719988,451.98148743860884,223.5540999588709,394.6667980885288,270.53335352451035,417.2168398000357,325.96887273196484,506.47742157475057,230.1311954580604,,
labeled-data,dog1,dog1 (179).png,372.1167563770219,227.31244024412206,445.4043919394194,218.8561746023069,402.1834786590311,264.8958430966336,417.2168398000357,320.3313623040881,505.5378365034378,229.19161038674758,,
labeled-data,dog1,dog1 (18).png,380.5730220188369,163.42065539485253,400.30430851640546,156.843559895663,408.76057415822055,169.05816582272925,404.0626488016566,192.54779260554895,,,350.5062997368277,171.8769210366676
labeled-data,dog1,dog1 (180).png,,,,,,,,,,,573.1879616379586,266.7750132392591
labeled-data,dog1,dog1 (181).png,,,,,,,,,,,574.1275467092713,267.7145983105719
labeled-data,dog1,dog1 (182).png,,,,,,,,,,,574.1275467092713,267.7145983105719
labeled-data,dog1,dog1 (183).png,,,,,,,,,,,574.1275467092713,267.7145983105719
labeled-data,dog1,dog1 (184).png,,,315.74165209825463,240.46663124250114,,,,,448.2231471533577,236.70829095724991,,
labeled-data,dog1,dog1 (185).png,,,316.6812371695674,233.88953574331163,,,,,448.2231471533577,237.64787602856268,,
labeled-data,dog1,dog1 (186).png,,,324.1979177400697,236.70829095724997,,,,,453.8606575812345,232.010365600686,,
labeled-data,dog1,dog1 (187).png,,,325.1375028113825,234.8291208146244,,,,,455.73982772386,234.82912081462433,,
labeled-data,dog1,dog1 (188).png,378.6938518762114,219.79575967361978,,,,,,,,,331.714598310572,232.01036560068604
labeled-data,dog1,dog1 (189).png,379.6334369475242,216.03741938836862,,,,,,,,,336.41252366713593,232.01036560068604
labeled-data,dog1,dog1 (19).png,378.69385187621134,162.48107032353974,401.2438935877183,156.843559895663,409.70015922953337,170.93733596535483,400.30430851640546,194.42696274817453,,,350.5062997368277,173.75609117929318
labeled-data,dog1,dog1 (190).png,379.6334369475242,219.79575967361978,,,,,,,,,336.41252366713593,231.07078052937322
labeled-data,dog1,dog1 (191).png,378.6938518762114,217.9165895309942,,,,,,,,,334.5333535245104,232.01036560068604
labeled-data,dog1,dog1 (192).png,,,280.97700445968144,246.10414167037783,,,,,328.89584309663366,242.34580138512666,,
labeled-data,dog1,dog1 (193).png,,,281.91658953099426,247.9833118130034,,,,,329.8354281679464,243.28538645643948,,
labeled-data,dog1,dog1 (194).png,,,282.856174602307,244.22497152775225,,,,,327.0166729540081,243.28538645643948,,
labeled-data,dog1,dog1 (195).png,,,282.856174602307,246.10414167037783,,,,,329.8354281679464,241.4062163138139,,
labeled-data,dog1,dog1 (196).png,285.6749298162454,272.41252366713593,400.3043085164055,262.07708788269525,361.7813205925812,348.5189144434717,358.96256537864286,434.96074100424823,,,,
labeled-data,dog1,dog1 (197).png,281.91658953099426,276.17086395238704,398.42513837378,263.95625802532084,365.5396608778324,350.3980845860973,353.3250549507661,431.20240071899707,,,,
labeled-data,dog1,dog1 (198).png,280.0374193883687,278.98961916632544,395.6063831598416,266.7750132392592,358.96256537864286,354.15642487134846,354.26464002207894,445.29617678868885,,,,
labeled-data,dog1,dog1 (199).png,280.0374193883687,276.17086395238704,395.6063831598416,263.95625802532084,356.1438101647045,340.0626488016566,354.26464002207894,435.900326075561,,,,
labeled-data,dog1,dog1 (2).png,,,,,,,,,,,470.77318886486455,256.4395774548185
labeled-data,dog1,dog1 (20).png,,,349.56671466551495,209.46032388917914,320.4395774548185,237.64787602856273,337.3521087384487,247.9833118130034,393.72721301721595,197.24571796211288,,
labeled-data,dog1,dog1 (200).png,282.856174602307,275.2312788810743,397.48555330246717,263.016672954008,361.7813205925812,343.8209890869078,349.566714665515,436.83991114687376,,,,
labeled-data,dog1,dog1 (21).png,,,349.56671466551495,208.52073881786635,318.5604073121929,236.70829095724997,333.5937684531975,247.9833118130034,389.9688727319648,195.3665478194873,,
labeled-data,dog1,dog1 (22).png,,,351.4458848081405,207.58115374655355,319.4999923835057,234.8291208146244,337.3521087384487,246.10414167037783,393.72721301721595,193.48737767686174,,
labeled-data,dog1,dog1 (23).png,,,350.5062997368277,207.58115374655355,318.5604073121929,233.88953574331157,339.2312788810743,246.10414167037783,394.66679808852876,195.3665478194873,,
labeled-data,dog1,dog1 (24).png,,,350.5062997368277,206.64156867524076,319.4999923835057,234.8291208146244,339.2312788810743,246.10414167037783,396.54596823115435,193.48737767686174,,
labeled-data,dog1,dog1 (25).png,,,296.9499506719988,193.48737767686174,273.4603238891791,213.21866417443027,294.13119545806046,224.4936850301837,338.29169380976145,190.66862246292337,,
labeled-data,dog1,dog1 (26).png,,,297.88953574331157,192.54779260554895,270.64156867524076,215.09783431705586,292.2520253154349,226.3728551728093,341.11044902369986,190.66862246292337,,
labeled-data,dog1,dog1 (27).png,,,297.88953574331157,191.60820753423616,269.70198360392794,216.03741938836865,287.55409995887095,225.43327010149648,340.17086395238704,189.72903739161058,,
labeled-data,dog1,dog1 (28).png,,,297.88953574331157,193.48737767686174,269.70198360392794,216.97700445968144,284.73534474493255,224.4936850301837,338.29169380976145,188.78945232029778,,
labeled-data,dog1,dog1 (29).png,,,299.76870588593715,193.48737767686174,270.64156867524076,216.97700445968144,283.7957596736198,226.3728551728093,338.29169380976145,188.78945232029778,,
labeled-data,dog1,dog1 (30).png,454.8002426525471,177.51443146454434,,,495.20240071899707,185.03111203504665,480.1690395779924,201.94364331867683,,,411.57932937215895,185.97069710635944
labeled-data,dog1,dog1 (31).png,450.1023172959832,175.63526132191876,,,488.6253052198075,183.15194189242106,471.7127739361773,200.06447317605125,,,406.88140401559497,184.09152696373386
labeled-data,dog1,dog1 (32).png,444.4648068681065,177.51443146454434,,,482.9877947919308,183.15194189242106,474.5315291501157,201.00405824736404,,,400.30430851640546,185.97069710635944
labeled-data,dog1,dog1 (33).png,443.52522179679374,174.69567625060597,,,478.2898694353669,178.45401653585714,471.7127739361773,196.3061328908001,,,404.0626488016566,179.39360160716993
labeled-data,dog1,dog1 (34).png,438.82729644022976,172.8165061079804,,,475.4711142214285,178.45401653585714,465.13567843698786,198.18530303342567,,,395.6063831598415,181.27277174979548
labeled-data,dog1,dog1 (35).png,,,360.8417355212684,153.08521961041185,334.53335352451035,179.39360160716993,360.8417355212684,190.66862246292337,411.57932937215895,143.68936889728397,,
labeled-data,dog1,dog1 (36).png,,,358.9625653786428,154.02480468172465,330.7750132392592,182.21235682110827,352.3854698794533,191.60820753423616,405.9418189442822,145.56853903990955,,
labeled-data,dog1,dog1 (37).png,,,357.0833952360172,154.96438975303744,327.9562580253208,183.15194189242106,354.2646400220789,193.48737767686174,403.12306373034386,146.50812411122234,,
labeled-data,dog1,dog1 (38).png,426.61269051316356,178.45401653585714,452.9210725099216,171.8769210366676,457.61899786648553,195.3665478194873,451.98148743860884,210.39990896049193,,,397.4855533024671,173.75609117929318
labeled-data,dog1,dog1 (39).png,423.79393529922515,178.45401653585714,449.16273222467044,171.8769210366676,453.86065758123436,196.3061328908001,450.1023172959832,210.39990896049193,,,397.4855533024671,177.51443146454434
labeled-data,dog1,dog1 (4).png,,,,,,,,,,,465.13567843698786,253.62082224088016
labeled-data,dog1,dog1 (40).png,422.8543502279124,176.57484639323155,450.1023172959832,172.8165061079804,451.0419023672961,194.42696274817453,450.1023172959832,209.46032388917914,,,393.72721301721595,178.45401653585714
labeled-data,dog1,dog1 (41).png,423.79393529922515,177.51443146454434,447.2835620820449,171.8769210366676,451.0419023672961,194.42696274817453,445.40439193941927,210.39990896049193,,,393.72721301721595,176.57484639323155
labeled-data,dog1,dog1 (42).png,398.4251383737799,176.57484639323155,425.67310544185074,173.75609117929318,417.21683980003564,194.42696274817453,418.15642487134846,210.39990896049193,379.63343694752416,173.75609117929318,,
labeled-data,dog1,dog1 (43).png,399.3647234450927,174.69567625060597,425.67310544185074,173.75609117929318,416.2772547287229,193.48737767686174,416.2772547287229,210.39990896049193,435.06895615497865,162.48107032353974,379.63343694752416,172.8165061079804
labeled-data,dog1,dog1 (44).png,399.3647234450927,175.63526132191876,425.67310544185074,172.8165061079804,419.0960099426612,193.48737767686174,419.0960099426612,210.39990896049193,436.0085412262914,164.3602404661653,379.63343694752416,169.99775089404204
labeled-data,dog1,dog1 (45).png,400.30430851640546,174.69567625060597,426.61269051316356,172.8165061079804,419.0960099426612,194.42696274817453,420.03559501397405,209.46032388917914,436.9481262976042,165.29982553747809,379.63343694752416,171.8769210366676
labeled-data,dog1,dog1 (46).png,,,411.57932937215895,168.11858075141646,381.5126070901497,190.66862246292337,397.4855533024671,203.8228134613024,451.0419023672961,164.3602404661653,,
labeled-data,dog1,dog1 (47).png,,,409.70015922953337,168.11858075141646,382.4521921614625,191.60820753423616,397.4855533024671,206.64156867524076,451.0419023672961,165.29982553747809,,
labeled-data,dog1,dog1 (48).png,,,409.70015922953337,167.17899568010367,379.63343694752416,191.60820753423616,397.4855533024671,201.94364331867683,448.2231471533577,163.42065539485253,,
labeled-data,dog1,dog1 (49).png,,,408.76057415822055,168.11858075141646,380.5730220188369,189.72903739161058,395.6063831598415,201.94364331867683,449.16273222467044,164.3602404661653,,
labeled-data,dog1,dog1 (5).png,,,,,,,,,,,470.77318886486455,249.86248195562905
labeled-data,dog1,dog1 (50).png,,,409.7001592295334,167.1789956801037,379.6334369475242,189.7290373916106,397.48555330246717,201.94364331867686,448.2231471533577,163.42065539485256,,
labeled-data,dog1,dog1 (51).png,446.34397701073215,160.60190018091419,,,475.4711142214286,175.63526132191882,467.0148485796135,195.36654781948738,,,414.39808458609735,161.54148525222698
labeled-data,dog1,dog1 (52).png,447.2835620820449,161.54148525222698,,,476.41069929274136,177.5144314645444,467.95443365092626,197.24571796211293,,,408.7605741582206,161.54148525222698
labeled-data,dog1,dog1 (53).png,446.34397701073215,162.48107032353977,,,478.289869435367,178.4540165358572,467.95443365092626,195.36654781948738,,,411.57932937215895,163.42065539485256
labeled-data,dog1,dog1 (54).png,479.22945450667976,199.12488810473852,,,499.9003260755611,233.88953574331163,482.9877947919309,243.28538645643954,,,436.9481262976043,177.51443146454437
labeled-data,dog1,dog1 (55).png,482.9877947919309,202.88322838998968,,,499.9003260755611,237.6478760285628,483.9273798632437,246.10414167037789,,,445.4043919394194,179.39360160716996
labeled-data,dog1,dog1 (56).png,485.8065500058692,206.64156867524082,,,500.8399111468739,243.28538645643954,485.8065500058692,247.98331181300347,,,448.2231471533577,181.2727717497955
labeled-data,dog1,dog1 (57).png,487.68572014849485,209.46032388917916,,,503.6586663608123,241.40621631381396,488.6253052198076,248.92289688431623,,,452.9210725099217,181.2727717497955
labeled-data,dog1,dog1 (58).png,489.5648902911204,211.33949403180475,,,504.59825143212504,241.40621631381396,491.444060433746,247.04372674169065,,,452.9210725099217,183.1519418924211
labeled-data,dog1,dog1 (59).png,494.2628156476843,207.58115374655358,,,508.3565917173762,239.52704617118837,486.7461350771821,245.16455659906512,,,455.73982772386,181.2727717497955
labeled-data,dog1,dog1 (6).png,,,,,,,,,207.68936889728394,256.4395774548185,,
labeled-data,dog1,dog1 (60).png,495.2024007189972,208.52073881786635,,,510.23576186000173,239.52704617118837,486.7461350771821,242.34580138512672,,,459.49816800911117,183.1519418924211
labeled-data,dog1,dog1 (61).png,439.7668815115427,176.57484639323158,,,470.77318886486466,196.30613289080014,451.98148743860884,210.39990896049193,,,398.42513837378,165.2998255374781
labeled-data,dog1,dog1 (62).png,436.9481262976043,174.695676250606,,,468.894018722239,195.36654781948738,455.73982772386,207.58115374655358,,,393.727213017216,165.2998255374781
labeled-data,dog1,dog1 (63).png,436.9481262976043,173.7560911792932,,,467.95443365092626,195.36654781948738,453.8606575812345,204.7623985326152,,,398.42513837378,166.2394106087909
labeled-data,dog1,dog1 (64).png,425.6731054418508,154.02480468172467,,,460.43775308042393,162.48107032353977,453.8606575812345,179.39360160716996,,,381.5126070901498,169.05816582272928
labeled-data,dog1,dog1 (65).png,424.73352037053803,155.90397482435026,,,459.49816800911117,159.6623151096014,451.98148743860884,178.45401653585716,,,384.33136230408815,164.36024046616535
labeled-data,dog1,dog1 (66).png,425.6731054418508,153.08521961041188,,,460.43775308042393,158.7227300382886,454.80024265254724,175.6352613219188,,,381.5126070901498,167.1789956801037
