scorer,,,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald
labeled-data,dog2,boson1687207239_168431795.png,319.4999923835057,91.07260490376785,349.56671466551495,86.37467954720393,339.2312788810743,101.40804068820853,342.9896191663254,118.32057197183869,373.05634144833465,111.74347647264918,288.4936850301837,107.98513618739804
labeled-data,dog2,boson1687207239_201540128.png,317.62082224088016,90.13301983245506,350.5062997368277,87.31426461851672,343.9292042376382,102.34762575952129,342.9896191663254,120.19974211446427,373.05634144833465,113.62264661527476,285.67492981624537,112.68306154396197
labeled-data,dog2,boson1687207239_234752627.png,319.4999923835057,89.19343476114227,352.3854698794533,87.31426461851672,342.9896191663254,101.40804068820853,345.8083743802638,120.19974211446427,370.23758623439625,110.80389140133639,288.4936850301837,109.8643063300236
labeled-data,dog2,boson1687207239_267826789.png,315.7416520982546,90.13301983245506,351.4458848081405,89.19343476114227,342.9896191663254,102.34762575952129,342.0500340950126,118.32057197183869,370.23758623439625,113.62264661527476,287.55409995887095,113.62264661527476
labeled-data,dog2,boson1687207239_34834486.png,319.4999923835057,88.25384968982951,351.4458848081405,87.31426461851672,344.86878930895097,103.28721083083408,345.8083743802638,120.19974211446427,373.05634144833465,116.44140182921313,286.61451488755813,115.50181675790034
labeled-data,dog2,boson1687207239_73848848.png,319.4999923835057,90.13301983245506,350.5062997368277,86.37467954720393,345.8083743802638,104.22679590214688,345.8083743802638,119.26015704315148,370.23758623439625,110.80389140133639,289.4332701014965,111.74347647264918
labeled-data,dog2,boson1687207333_702169211.png,,,412.5189144434717,99.52887054558295,382.4521921614625,120.19974211446427,389.9688727319648,134.29351818415608,459.49816800911105,107.04555111608525,,
labeled-data,dog2,boson1687207333_735700588.png,,,411.57932937215895,100.46845561689574,383.39177723277527,120.19974211446427,391.84804287459036,136.17268832678167,462.3169232230495,107.0455511160852,,
labeled-data,dog2,boson1687207333_768995123.png,,,412.5189144434718,101.40804068820849,382.45219216146256,121.13932718577702,390.90845780327766,138.0518584694072,461.37733815173675,106.10596604477242,,
labeled-data,dog2,boson1687207333_802047849.png,,,411.57932937215895,102.34762575952128,383.3917772327754,123.01849732840257,389.0292876606521,136.1726883267816,459.4981680091111,102.34762575952125,,
labeled-data,dog2,boson1687207333_835369066.png,,,413.45849951478453,102.34762575952125,384.33136230408815,121.13932718577702,392.78762794590324,135.23310325546885,458.55858293779835,102.34762575952125,,
labeled-data,dog2,boson1687207333_868543933.png,,,413.45849951478453,99.5288705455829,384.33136230408815,121.13932718577702,393.727213017216,136.1726883267816,461.37733815173675,104.22679590214683,,
labeled-data,dog2,boson1687207333_902496712.png,,,411.57932937215895,98.58928547427011,382.45219216146256,119.26015704315144,391.8480428745904,138.0518584694072,457.6189978664856,104.22679590214683,,
labeled-data,dog2,boson1687207333_935330385.png,,,415.3376696574101,103.28721083083404,383.3917772327753,122.07891225708981,392.78762794590324,136.1726883267816,456.6794127951728,102.34762575952125,,
labeled-data,dog2,boson1687207333_968851749.png,,,412.5189144434718,99.5288705455829,383.3917772327753,121.13932718577702,390.90845780327766,135.23310325546885,455.73982772386006,103.28721083083404,,
labeled-data,dog2,boson1687207334_1956824.png,,,415.3376696574101,99.5288705455829,382.45219216146256,122.07891225708981,392.78762794590324,138.0518584694072,460.437753080424,104.22679590214683,,
labeled-data,dog2,boson1687207335_168995744.png,,,414.39808458609735,99.5288705455829,383.3917772327753,120.19974211446423,391.8480428745904,137.11227339809443,454.8002426525472,103.28721083083404,,
labeled-data,dog2,boson1687207335_202733352.png,,,414.39808458609735,98.58928547427011,385.2709473754009,118.32057197183865,392.78762794590324,138.0518584694072,455.73982772386006,103.28721083083404,,
labeled-data,dog2,boson1687207335_235960518.png,,,414.39808458609735,98.58928547427011,384.33136230408815,120.19974211446423,393.727213017216,136.1726883267816,458.55858293779835,100.4684556168957,,
labeled-data,dog2,boson1687207340_668815350.png,452.92107250992166,67.58297812094813,,,490.5044753624332,66.64339304963532,487.6857201484948,88.25384968982945,,,409.7001592295334,98.58928547427011
labeled-data,dog2,boson1687207340_702100835.png,451.9814874386089,71.34131840619928,,,492.3836455050587,66.64339304963532,488.62530521980756,86.37467954720387,,,411.57932937215895,96.71011533164453
labeled-data,dog2,boson1687207340_735387897.png,451.9814874386089,71.34131840619928,,,494.26281564768436,67.58297812094811,491.44406043374596,88.25384968982945,,,408.7605741582206,102.34762575952125
labeled-data,dog2,boson1687207340_768989785.png,455.73982772386006,68.52256319226092,,,493.3232305763715,66.64339304963532,489.56489029112043,90.13301983245502,,,409.7001592295334,105.16638097345962
labeled-data,dog2,boson1687207340_802053617.png,454.8002426525472,70.40173333488649,,,495.2024007189971,68.5225631922609,492.3836455050587,89.19343476114223,,,414.39808458609735,102.34762575952125
labeled-data,dog2,boson1687207340_835374207.png,456.6794127951728,70.40173333488649,,,495.2024007189971,65.70380797832253,488.62530521980756,91.07260490376781,,,411.57932937215895,106.10596604477242
labeled-data,dog2,boson1687207340_868661012.png,456.6794127951728,69.4621482635737,,,497.08157086162265,67.58297812094811,495.2024007189971,88.25384968982945,,,416.27725472872294,96.71011533164453
labeled-data,dog2,boson1687207343_468904570.png,479.2294545066797,67.58297812094811,,,525.2691230010064,60.06629755044581,520.5711976444425,88.25384968982945,,,433.1897860123531,98.58928547427011
labeled-data,dog2,boson1687207343_502327161.png,480.16903957799246,67.58297812094811,,,525.2691230010064,58.18712740782023,516.8128573591912,89.19343476114223,,,431.31061586972754,107.0455511160852
labeled-data,dog2,boson1687207343_535223685.png,479.2294545066797,68.5225631922609,,,526.208708072319,60.06629755044581,516.8128573591912,91.07260490376781,,,434.1293710836659,95.77053026033174
labeled-data,dog2,boson1687207343_568881296.png,480.16903957799246,67.58297812094811,,,526.208708072319,61.94546769307138,516.8128573591912,87.31426461851666,,,432.2502009410403,102.34762575952125
labeled-data,dog2,boson1687207343_602347112.png,480.16903957799246,66.64339304963532,,,526.208708072319,61.94546769307138,518.6920275018167,88.25384968982945,,,434.1293710836659,103.28721083083404
labeled-data,dog2,boson1687207343_635965583.png,481.10862464930534,68.5225631922609,,,523.3899528583806,60.06629755044581,518.6920275018167,86.37467954720387,,,429.43144572710196,102.34762575952125
labeled-data,dog2,boson1687207343_668924729.png,479.2294545066797,68.5225631922609,,,524.3295379296935,60.06629755044581,517.7524424305041,86.37467954720387,,,434.1293710836659,97.64970040295732
labeled-data,dog2,boson1687207346_868663426.png,438.8272964402298,74.16007362013764,,,468.8940187222391,68.5225631922609,472.65235900749025,101.40804068820849,,,410.63974430084613,121.13932718577706
labeled-data,dog2,boson1687207346_902411663.png,437.88771136891705,73.22048854882485,,,468.8940187222391,68.5225631922609,469.83360379355184,96.71011533164453,,,411.57932937215895,113.62264661527476
labeled-data,dog2,boson1687207346_935708815.png,437.88771136891705,75.09965869145043,,,470.7731888648646,69.46214826357368,465.1356784369879,98.58928547427011,,,410.63974430084613,111.7434764726492
labeled-data,dog2,boson1687207346_973616274.png,438.8272964402298,73.22048854882485,,,469.83360379355184,69.46214826357368,469.83360379355184,99.5288705455829,,,410.63974430084613,102.34762575952132
labeled-data,dog2,boson1687207351_235343257.png,467.01484857961344,76.0392437627632,,,507.4170066460634,76.97882883407598,498.0211559329355,104.22679590214683,,,424.73352037053803,102.34762575952125
labeled-data,dog2,boson1687207351_268839567.png,466.0752635083007,75.09965869145043,,,502.71908128949946,77.91841390538877,496.1419857903099,108.92472125871079,,,423.7939352992252,109.86430633002355
labeled-data,dog2,boson1687207351_302044869.png,465.1356784369879,75.09965869145043,,,500.8399111468738,76.0392437627632,497.08157086162265,104.22679590214683,,,421.91476515659963,104.22679590214683
labeled-data,dog2,boson1687207351_335373710.png,460.437753080424,77.91841390538879,,,496.1419857903099,77.91841390538877,492.3836455050587,107.0455511160852,,,422.85435022791245,103.28721083083404
labeled-data,dog2,boson1687207353_102101257.png,423.7939352992252,89.19343476114227,458.55858293779835,87.31426461851672,440.7064665828554,102.34762575952129,440.7064665828554,127.71642268496657,484.8669649345564,100.46845561689574,402.1834786590311,107.04555111608525
labeled-data,dog2,boson1687207353_35731665.png,425.6731054418508,89.19343476114224,460.437753080424,87.31426461851667,443.5252217967938,99.5288705455829,444.46480686810656,124.89766747102819,485.8065500058692,106.10596604477246,405.94181894428226,107.04555111608525
labeled-data,dog2,boson1687207353_68624442.png,425.6731054418508,91.07260490376785,457.6189978664856,88.25384968982951,440.7064665828554,101.40804068820853,440.7064665828554,127.71642268496657,485.80655000586927,100.46845561689574,403.12306373034386,103.28721083083408
labeled-data,dog2,boson1687207361_102254692.png,480.16903957799246,92.95177504639344,,,524.3295379296936,108.92472125871083,513.0545170739401,125.83725254234099,,,424.733520370538,96.71011533164457
labeled-data,dog2,boson1687207361_135679031.png,480.16903957799246,92.01218997508064,,,525.2691230010064,109.8643063300236,513.9941021452529,125.83725254234099,,,423.7939352992252,96.71011533164457
labeled-data,dog2,boson1687207361_169379229.png,481.1086246493052,90.13301983245506,,,524.3295379296936,107.98513618739804,517.7524424305041,126.77683761365378,,,419.0960099426613,100.46845561689574
labeled-data,dog2,boson1687207361_202315774.png,484.8669649345564,91.07260490376785,,,526.2087080723192,107.98513618739804,515.8732722878785,125.83725254234099,,,425.6731054418508,93.89136011770623
labeled-data,dog2,boson1687207361_235790932.png,482.0482097206181,92.01218997508064,,,526.2087080723192,107.98513618739804,514.9336872165657,126.77683761365378,,,429.43144572710196,93.89136011770623
labeled-data,dog2,boson1687207363_102513834.png,454.8002426525472,86.37467954720393,,,493.3232305763715,97.64970040295736,483.92737986324363,122.07891225708985,,,412.5189144434718,99.52887054558295
labeled-data,dog2,boson1687207363_35468090.png,457.6189978664856,85.43509447589113,,,493.3232305763715,96.71011533164457,484.8669649345564,122.07891225708985,,,411.57932937215895,105.16638097345967
labeled-data,dog2,boson1687207363_68893880.png,455.73982772385995,86.37467954720393,,,493.3232305763715,98.58928547427016,484.8669649345564,122.07891225708985,,,411.57932937215895,106.10596604477246
labeled-data,dog2,boson1687207366_269403378.png,452.92107250992166,84.49550940457834,,,488.62530521980756,92.95177504639344,482.0482097206181,120.19974211446427,,,411.57932937215895,103.28721083083408
labeled-data,dog2,boson1687207366_303125015.png,454.8002426525472,84.49550940457834,,,488.62530521980756,91.07260490376785,478.28986943536694,122.07891225708985,,,412.5189144434718,104.22679590214688
labeled-data,dog2,boson1687207366_335699994.png,453.8606575812344,82.61633926195276,,,489.5648902911203,90.13301983245506,481.1086246493052,121.13932718577706,,,412.5189144434718,103.28721083083408
labeled-data,dog2,boson1687207462_474425103.png,460.437753080424,67.58297812094816,,,508.35659171737615,63.82463783569701,498.9607410042483,89.19343476114227,,,410.6397443008462,96.71011533164457
labeled-data,dog2,boson1687207462_503163316.png,457.6189978664856,66.64339304963536,,,506.4774215747505,67.58297812094816,499.90032607556105,89.19343476114227,,,407.8209890869078,93.89136011770623
labeled-data,dog2,boson1687207462_536206950.png,456.6794127951728,65.70380797832257,,,508.35659171737615,67.58297812094816,499.90032607556105,89.19343476114227,,,409.70015922953337,88.25384968982951
labeled-data,dog2,boson1687207462_569575817.png,457.6189978664856,65.70380797832257,,,508.35659171737615,65.70380797832257,498.0211559329354,92.95177504639344,,,408.7605741582206,94.83094518901899
labeled-data,dog2,boson1687207478_105129358.png,505.53783650343775,62.88505276438422,,,551.5775049977644,58.18712740782029,545.9399945698877,82.61633926195279,,,457.6189978664856,87.31426461851672
labeled-data,dog2,boson1687207478_136531022.png,504.598251432125,61.94546769307143,,,548.758749783826,55.36837219388193,546.8795796412005,76.03924376276328,,,458.55858293779835,85.43509447589113
labeled-data,dog2,boson1687207478_69769802.png,506.4774215747505,61.00588262175865,,,553.45667514039,60.066297550445874,546.8795796412005,81.67675419064,,,461.37733815173675,87.31426461851672
labeled-data,dog2,boson1687207535_808519304.png,,,,,570.3692064240201,112.68306154396197,562.8525258535179,128.65600775627937,,,511.17534693131466,107.04555111608522
labeled-data,dog2,boson1687207535_837264098.png,,,,,570.3692064240201,111.74347647264918,564.7316959961435,128.65600775627937,,,510.2357618600017,109.8643063300236
labeled-data,dog2,boson1687207535_870144147.png,,,,,571.308791495333,110.80389140133639,562.8525258535179,130.53517789890495,,,512.1149320026274,110.80389140133639
labeled-data,dog2,boson1687207537_436825676.png,,,,,573.1879616379586,114.56223168658755,566.6108661387691,130.53517789890495,,,511.17534693131444,112.68306154396197
labeled-data,dog2,boson1687287240_171459851.png,253.72903739161058,92.95177504639341,283.7957596736198,92.95177504639341,274.3999089604919,103.28721083083408,274.3999089604919,122.07891225708985,303.5270461711883,123.95808239971544,231.17899568010364,107.98513618739804
labeled-data,dog2,boson1687287240_203219321.png,253.72903739161058,92.01218997508064,283.7957596736198,91.07260490376785,276.2790791031175,102.34762575952129,268.7623985326152,120.19974211446427,300.70829095725,123.01849732840265,228.3602404661653,107.98513618739804
labeled-data,dog2,boson1687287252_503397538.png,242.45401653585714,95.77053026033178,272.52073881786635,97.64970040295736,265.94364331867683,107.98513618739804,259.3665478194873,125.83725254234099,296.01036560068604,121.13932718577706,220.84355989566302,113.62264661527476
labeled-data,dog2,boson1687287252_537102089.png,245.27277174979548,95.77053026033178,274.3999089604919,96.71011533164457,264.06447317605125,109.8643063300236,264.06447317605125,124.89766747102823,294.13119545806046,125.83725254234099,219.9039748243502,116.44140182921313
labeled-data,dog2,boson1687287252_570883910.png,243.3936016071699,95.77053026033178,276.2790791031175,99.52887054558295,265.94364331867683,109.8643063300236,261.2457179621129,123.01849732840265,296.01036560068604,123.95808239971544,216.14563453909904,123.01849732840265
labeled-data,dog2,boson1687287254_107897395.png,243.3936016071699,96.71011533164457,273.4603238891791,98.58928547427016,263.12488810473843,109.8643063300236,261.2457179621129,128.65600775627937,296.9499506719988,128.65600775627937,218.96438975303744,123.01849732840265
labeled-data,dog2,boson1687287254_137046590.png,244.33318667848272,96.71011533164457,276.2790791031175,95.77053026033178,263.12488810473843,107.04555111608525,263.12488810473843,126.77683761365378,295.0707805293732,123.01849732840265,220.84355989566302,120.19974211446427
labeled-data,dog2,boson1687287300_770821592.png,481.1086246493052,91.07260490376785,,,522.450367787068,93.89136011770623,509.2961767886889,120.19974211446427,,,434.1293710836659,103.28721083083408
labeled-data,dog2,boson1687287300_804445101.png,481.1086246493052,91.07260490376785,,,522.450367787068,94.83094518901899,513.9941021452529,120.19974211446427,,,431.3106158697275,107.04555111608525
labeled-data,dog2,boson1687287300_837704043.png,480.16903957799246,87.31426461851672,,,523.3899528583808,92.01218997508064,512.1149320026274,118.32057197183869,,,430.3710307984147,107.9851361873981
labeled-data,dog2,boson1687287301_970822546.png,488.62530521980756,88.25384968982954,,,529.0274632862576,92.0121899750807,522.450367787068,120.19974211446433,,,437.887711368917,107.0455511160853
labeled-data,dog2,boson1687287302_104565770.png,486.74613507718203,90.13301983245512,,,529.9670483575703,93.89136011770628,517.7524424305041,121.13932718577712,,,439.76688151154264,105.16638097345972
labeled-data,dog2,boson1687287302_137731630.png,487.6857201484948,90.13301983245512,,,528.0878782149447,94.83094518901908,515.8732722878785,118.32057197183877,,,436.00854122629147,110.80389140133647
labeled-data,dog2,boson1687287302_170959552.png,486.74613507718203,90.13301983245512,,,529.9670483575703,93.89136011770628,513.0545170739401,123.0184973284027,,,440.7064665828554,108.92472125871089
labeled-data,dog2,boson1687287302_204582757.png,489.5648902911203,89.19343476114233,,,529.9670483575703,95.77053026033187,513.9941021452529,122.07891225708991,,,438.82729644022976,108.92472125871089
labeled-data,dog2,boson1687287302_237407326.png,491.44406043374596,90.13301983245512,,,529.0274632862576,92.9517750463935,517.7524424305041,120.19974211446433,,,441.64605165416816,107.0455511160853
labeled-data,dog2,boson1687287302_270862207.png,487.6857201484948,90.13301983245512,,,529.0274632862576,93.89136011770628,519.6316125731296,120.19974211446433,,,438.8272964402299,103.28721083083417
labeled-data,dog2,boson1687287302_304125013.png,485.80655000586927,89.19343476114233,,,529.0274632862576,92.0121899750807,512.1149320026274,122.07891225708991,,,436.94812629760423,110.80389140133647
labeled-data,dog2,boson1687287302_337819840.png,485.80655000586927,89.19343476114233,,,529.0274632862576,92.0121899750807,518.6920275018168,120.19974211446433,,,436.94812629760423,104.22679590214693
labeled-data,dog2,boson1687287302_370950939.png,487.6857201484948,90.13301983245512,,,527.1482931436319,92.9517750463935,511.17534693131444,119.26015704315157,,,436.94812629760423,111.74347647264926
labeled-data,dog2,boson1687287302_38188894.png,487.6857201484948,90.13301983245512,,,527.1482931436319,93.89136011770628,514.9336872165657,118.32057197183877,,,441.64605165416816,108.92472125871089
labeled-data,dog2,boson1687287302_404203093.png,486.74613507718203,88.25384968982954,,,529.0274632862576,92.0121899750807,516.8128573591913,119.26015704315157,,,434.1293710836659,108.92472125871089
labeled-data,dog2,boson1687287302_4240140.png,486.74613507718203,90.13301983245512,,,529.0274632862576,93.89136011770628,515.8732722878785,120.19974211446433,,,438.8272964402299,107.9851361873981
labeled-data,dog2,boson1687287302_70677998.png,485.80655000586927,89.19343476114233,,,527.1482931436319,93.89136011770628,514.9336872165657,119.26015704315157,,,438.8272964402299,107.9851361873981
labeled-data,dog2,boson1687287302_873951084.png,486.74613507718203,90.13301983245512,,,528.0878782149447,93.89136011770628,517.7524424305041,119.26015704315157,,,436.94812629760423,110.80389140133647
labeled-data,dog2,boson1687287302_904111087.png,488.62530521980756,92.0121899750807,,,528.0878782149447,95.77053026033187,515.8732722878785,120.19974211446433,,,440.7064665828554,108.92472125871089
labeled-data,dog2,boson1687287302_937368724.png,488.62530521980756,90.13301983245512,,,529.9670483575703,94.83094518901908,516.8128573591913,120.19974211446433,,,437.887711368917,106.10596604477252
labeled-data,dog2,boson1687287317_104019005.png,480.16903957799246,96.71011533164463,,,522.450367787068,104.22679590214693,507.4170066460634,126.77683761365387,,,436.94812629760423,110.80389140133647
labeled-data,dog2,boson1687287317_40003089.png,482.0482097206181,95.77053026033187,,,520.5711976444425,105.16638097345972,509.2961767886889,128.65600775627942,,,438.8272964402299,108.92472125871089
labeled-data,dog2,boson1687287317_70757977.png,482.98779479193087,98.58928547427021,,,520.5711976444425,103.28721083083417,508.35659171737615,131.4747629702178,,,436.94812629760423,111.74347647264926
labeled-data,dog2,boson1687287332_171356008.png,451.9814874386089,107.9851361873981,479.2294545066797,102.34762575952138,481.1086246493052,118.32057197183877,483.92737986324363,137.11227339809452,492.3836455050587,113.62264661527482,423.7939352992252,113.62264661527482
labeled-data,dog2,boson1687287332_204505457.png,451.041902367296,109.86430633002368,481.1086246493052,103.28721083083417,480.16903957799246,120.19974211446433,478.28986943536694,136.17268832678172,494.26281564768436,117.38098690052598,422.85435022791245,112.68306154396203
labeled-data,dog2,boson1687287332_240288626.png,451.9814874386089,107.0455511160853,480.16903957799246,103.28721083083417,478.28986943536694,122.07891225708991,476.4106992927413,137.11227339809452,492.3836455050587,119.26015704315157,425.6731054418508,116.44140182921319
labeled-data,dog2,boson1687287355_37867670.png,546.8795796412005,107.9851361873981,,,584.462982493712,118.32057197183877,568.4900362813946,138.9914435407201,,,507.41700664606327,116.44140182921313
labeled-data,dog2,boson1687287355_4911569.png,547.8191647125133,108.92472125871089,,,581.6442272797736,119.26015704315157,572.2483765666458,138.0518584694073,,,506.4774215747505,116.44140182921319
labeled-data,dog2,boson1687287355_74494701.png,546.8795796412003,107.98513618739804,,,584.4629824937119,119.26015704315151,572.2483765666457,136.17268832678167,,,510.2357618600017,120.19974211446427
labeled-data,dog2,boson1687287356_538026974.png,548.758749783826,103.28721083083411,,,585.4025675650246,108.92472125871083,575.0671317805841,134.2935181841561,,,510.2357618600017,123.01849732840265
labeled-data,dog2,boson1687287356_571139123.png,548.758749783826,102.34762575952132,,,582.5838123510864,110.80389140133641,574.1275467092712,133.35393311284332,,,511.1753469313143,117.38098690052595
labeled-data,dog2,boson1687287356_604431552.png,550.6379199264516,103.28721083083411,,,583.5233974223991,111.7434764726492,573.1879616379586,130.53517789890495,,,513.0545170739401,121.13932718577706
labeled-data,dog2,boson1687287356_637774875.png,548.758749783826,103.28721083083411,,,583.5233974223991,110.80389140133641,577.8858869945225,131.47476297021774,,,511.17534693131444,121.13932718577706
labeled-data,dog2,boson1687361237_582393228.png,280.97700445968144,185.03111203504665,304.46663124250114,185.03111203504665,301.64787602856273,197.24571796211288,297.88953574331157,212.2790791031175,320.4395774548185,195.36654781948732,251.849867248985,197.24571796211288
labeled-data,dog2,boson1687361237_622040768.png,279.09783431705586,186.91028217767223,305.4062163138139,185.97069710635944,298.8291208146244,200.06447317605125,298.8291208146244,214.15824924574306,320.4395774548185,205.70198360392797,249.9706971063594,199.12488810473846
labeled-data,dog2,boson1687361237_650376593.png,279.09783431705586,187.84986724898502,306.34580138512666,185.97069710635944,299.76870588593715,200.06447317605125,297.88953574331157,216.03741938836865,322.3187475974441,200.06447317605125,249.9706971063594,192.54779260554895
labeled-data,dog2,boson1687361252_849645099.png,266.8832283899896,190.66862246292337,295.0707805293732,190.66862246292337,287.55409995887095,207.58115374655355,285.67492981624537,221.67492981624534,311.04372674169065,202.88322838998963,240.57484639323155,200.06447317605125
labeled-data,dog2,boson1687361255_516100293.png,268.7623985326152,193.48737767686174,296.01036560068604,193.48737767686174,289.43327010149653,209.46032388917914,285.67492981624537,222.61451488755816,313.862481955629,199.12488810473846,239.63526132191873,200.06447317605125
labeled-data,dog2,boson1687361255_557850771.png,269.70198360392794,193.48737767686174,296.01036560068604,192.54779260554895,288.4936850301837,208.52073881786635,287.55409995887095,225.4332701014965,313.862481955629,202.88322838998963,240.57484639323155,201.00405824736404
labeled-data,dog2,boson1687361483_419210409.png,257.48737767686174,199.12488810473846,285.67492981624537,198.18530303342567,265.004058247364,218.856174602307,273.4603238891791,237.64787602856276,316.68123716956734,203.82281346130242,246.21235682110824,206.64156867524076
labeled-data,dog2,boson1687361483_452179344.png,259.36654781948727,199.12488810473846,284.73534474493255,198.18530303342567,267.82281346130236,216.03741938836865,270.64156867524076,234.82912081462436,316.68123716956734,201.00405824736404,245.27277174979548,205.70198360392797
labeled-data,dog2,boson1687361483_485989196.png,256.5477926055489,201.00405824736404,283.7957596736198,198.18530303342567,266.8832283899896,215.09783431705586,269.70198360392794,235.76870588593718,312.9228968843162,201.00405824736404,245.27277174979548,210.39990896049193
labeled-data,dog2,boson1687361486_485199507.png,269.70198360392794,198.18530303342567,298.8291208146244,197.24571796211288,287.55409995887095,211.33949403180472,283.7957596736198,230.13119545806043,319.49999238350574,201.94364331867683,249.03111203504665,204.7623985326152
labeled-data,dog2,boson1687361486_519436219.png,270.64156867524076,195.36654781948732,299.76870588593715,195.36654781948732,288.4936850301837,208.52073881786635,284.73534474493255,230.13119545806043,317.62082224088016,201.00405824736404,248.09152696373383,203.82281346130242
labeled-data,dog2,boson1687361486_552983610.png,270.64156867524076,194.42696274817453,299.76870588593715,196.30613289080011,286.61451488755813,210.39990896049193,284.73534474493255,232.01036560068601,320.4395774548185,197.24571796211288,249.03111203504665,201.94364331867683
labeled-data,dog2,boson1687361493_856778521.png,269.70198360392794,196.30613289080011,297.88953574331157,197.24571796211288,281.9165895309942,216.9770044596814,287.55409995887095,232.01036560068601,317.62082224088016,197.24571796211288,249.03111203504665,201.00405824736404
